conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1687477688607633408,2023-08-04T14:56:47.000Z,9,"AKBP Maruly Pardede, menyambut baik kunjungan ini sebagai kesempatan untuk mengevaluasi dan memantau kinerja Bhabinkamtibmas dan Polisi RW dalam menjalankan tugasnya. https://t.co/r0tBFIZLrR",1687477688607633408,https://pbs.twimg.com/ext_tw_video_thumb/1687477607284260864/pu/img/VsJO5yKUc7n2oacU.jpg,,in,,0,0,1,https://x.com/humaspoldajbr/status/1687477688607633408,218742561,humaspoldajbr
1686596434957840384,2023-08-03T01:53:38.000Z,0,"@detikcom Ngeles aja lu njing. Kemaren kasus sabu menguap gitu aja. Sekarang kita liat aja kinerja polisi, berani ga menegakkan hukum kali ini? 😒",1686918215203778560,,detikcom,in,,0,0,0,https://x.com/abangdolly/status/1686918215203778560,26928157,abangdolly
1686592720507453440,2023-08-02T04:20:14.000Z,2,Satuan Polisi Pamong Praja Kabupaten Pringsewu mengadakan kegiatan rapat internal tentang evaluasi kinerja dalam rangka mendukung Pemerintah Kabupaten Pringsewu dalam melaksanakan program-program untuk kemajuan Kabupaten Pringsewu. (02/08/2023) https://t.co/FeyTHf6QEg,1686592720507453440,https://pbs.twimg.com/media/F2f7B1ta8AAtSr-.jpg,,in,,0,0,0,https://x.com/polpp_pringsewu/status/1686592720507453440,1144598237258506240,polpp_pringsewu
1686572003107745793,2023-08-02T02:57:55.000Z,2,"Kepolisian Daerah (Polda) Sumatera Selatan menggelar Musyawarah Perencanaan Pembangunan (Musrenbang) 2023, pada Selasa 1/O8/2023 di Ruang Auditorium lantai 7 Gedung Utama Presisi Mapolda Sumsel Jalan Jenderal Sudirman KM 4 Palembang 

Kegiatan Musrenbang Polda Sumsel tahun 2023 https://t.co/EmkMxR00ph",1686572003107745793,https://pbs.twimg.com/amplify_video_thumb/1686571919209123840/img/SBVuCj0_1s8ws52Q.jpg,,in,,0,0,0,https://x.com/sumsel_polda/status/1686572003107745793,1463305353773289477,sumsel_polda
1686406464028733440,2023-08-02T01:38:57.000Z,0,@convomf 86 itu problematik bukan karena settingan (gk setinggan kok itu emang mereka bneran nangkep orang) tp jelas propaganda pro polisi yg belum tentu merepresentasikan kinerja polisi secara keseluruhan dan setiap waktu,1686552130818359297,,convomf,in,,0,0,0,https://x.com/waynadrian/status/1686552130818359297,1175178194627858432,waynadrian
1686294399536529409,2023-08-01T08:34:49.000Z,1,"Kapolres Purbalingga AKBP Hendra Irawan, S.I.K.  menyerahkan penghargaan kepada personel dengan prestasi kinerja terbaik dalam Operasi Patuh Candi Tahun 2023

#polrespurbalingga
#humaspolrespurbalingga
#poldajatenghadir
#polisi_indonesia
#polisirepublikindonesia
#polisiindonesia https://t.co/i84x4drzLQ",1686294399536529409,https://pbs.twimg.com/ext_tw_video_thumb/1686294282804867072/pu/img/xeRd7VyVqONFMkqV.jpg,,in,,0,0,0,https://x.com/Humas_ResPBG/status/1686294399536529409,1262917448010850304,Humas_ResPBG
1686290105294823424,2023-08-01T08:17:45.000Z,0,"Kapolres Purbalingga AKBP Hendra Irawan, S.I.K.  menyerahkan penghargaan kepada personel dengan prestasi kinerja terbaik dalam Operasi Patuh Candi Tahun 2023

#polrespurbalingga
#humaspolrespurbalingga
#poldajatenghadir
#polisi_indonesia
#polisirepublikindonesia
#polisiindonesia https://t.co/mLB6TCNqAi",1686290105294823424,https://pbs.twimg.com/media/F2bn6dqaEAAHSZK.jpg,,in,,0,0,0,https://x.com/Humas_ResPBG/status/1686290105294823424,1262917448010850304,Humas_ResPBG
1686236944903311360,2023-08-01T04:46:31.000Z,7,"Hebat. Luar biasa kinerja polisi. Sangat cepat mengungkap, menurunkan pasukan dan memburu hingga ke pelosok kampung kemudian menangkap. Siapa pun korban dan pelakunya tidak perlu bertele-tele langsung satset presisi tidak pandang bulu atau rambut.

Salut banget.
Sumpah.
Serius.",1686236944903311360,,,in,,0,3,6,https://x.com/IFnubia/status/1686236944903311360,62831377,IFnubia
1688583742699487232,2023-08-07T16:11:51.000Z,0,"Pensiunkan saja, beri pesangon u/ berwirausaha. 

Buat kacau saja kinerja polisi, apes deh 🙉",1688583742699487232,,,in,,0,0,0,https://x.com/XJAREMAX/status/1688583742699487232,1399211972537716742,XJAREMAX
1688536068692525056,2023-08-07T13:02:24.000Z,0,"Analisa dan evaluasi kinerja Polres Tebo dan Polsek Jajaran, Kapolres Tebo AKBP I Wayan Arta Ariawan, S.H., S.I.K., M.H. pimpin Gelar Operasional Bulanan
.
.
@listyosigitprabowo
@divisihumaspolri 
@polisi_indonesia
@polda_jambi 
@akpol_alumni
@wayan_arta2004 https://t.co/X5dXOCXdSK",1688536068692525056,https://pbs.twimg.com/media/F27imlEa0AAeCAV.jpg,,in,,0,0,0,https://x.com/humasrestebo/status/1688536068692525056,782770003766484992,humasrestebo
